#blinkered/attestations/2 language=sl words=54523 sources=16 built=2026-09-23 digest=efa7c890db4f34a7
#tokens gut=121857 ia=19609516 lz:slv_news_2020_1M=339081 lz:slv-si_web_2014_1M=6652541 tat=13089 web:24ur.com=954337 web:delo.si=1274330 web:demokracija.si=112959 web:dnevnik.si=86190 web:metropolitan.si=186935 web:mladina.si=243447 web:n1info.si=638953 web:primorske.si=166070 web:reporter.si=251841 web:siol.net=136586 web:svet24.si=172865 web:zurnal24.si=78516 wiki:sl=64118158 wikisource:sl=43823654
OVIJANJE	ia,lz:slv-si_web_2014_1M,wiki:sl,wikisource:sl	3,2,15,7	ia:katoliski_obzornik_1897-ales_usenicnik/katoliski_obzornik_1897-ales_usenicnik_djvu.txt ia:letopis00unkngoog/letopis00unkngoog_djvu.txt lz:slv-si_web_2014_1M:http://www.mzz.gov.si/index.php?id=581 lz:slv-si_web_2014_1M:http://www.prospera-nepremicnine.si/nakup/ljubljana-in-okolica/stanovanja-na-lavrici%20/stirisobno-stanovanje-lavrica/stirisobno-stanovanje-atrij-lavrica-kamnikarjeva-ulica/ wiki:sl:16638 wiki:sl:21085 wikisource:sl:10898 wikisource:sl:11657
VRTLJIVE	ia,lz:slv-si_web_2014_1M,wiki:sl,wikisource:sl	1,2,23,6	ia:joker-183/Joker%20183_djvu.txt lz:slv-si_web_2014_1M:http://www.sloski.si/index.php?t=news=6959=sl lz:slv-si_web_2014_1M:http://www.vlada.si/delo_vlade/seje_vlade/dnevni_redi/archive/2005/browse/6/ wiki:sl:27671 wiki:sl:65497 wikisource:sl:37889
VSILJIVIM	lz:slv-si_web_2014_1M,wiki:sl,wikisource:sl	3,2,16	lz:slv-si_web_2014_1M:http://ars.rtvslo.si/koledar/action:oneday/exact_date:1382659200/cat_ids:83,56/ lz:slv-si_web_2014_1M:http://www.last-minute.si/gibe.php?stp=4=JFK=SZG,LNZ,GRZ,VIE,LJU,ZAG,INN,KLU,MUC,VCE,BTS,TSF,TRS,MBX=29.10.2013=26.02.2014=6=16=2====0=100000=====charter=X23N0007D00001:03CE000163DB00180651F=1 wiki:sl:1612 wiki:sl:493335 wikisource:sl:3106 wikisource:sl:3296
DOVAJALA	ia,wiki:sl,wikisource:sl	6,23,8	ia:Mojispomini/Ivan%20Hribar%20-%20Moji%20spomini_djvu.txt ia:carniolaizvestja07muze/carniolaizvestja07muze_djvu.txt wiki:sl:111668 wiki:sl:145610 wikisource:sl:3166 wikisource:sl:8341
EVROPEJSKA	ia,lz:slv-si_web_2014_1M,wiki:sl,wikisource:sl	5,1,2,18	ia:izvestjamuzejsk01krangoog/izvestjamuzejsk01krangoog_djvu.txt ia:letopis00unkngoog/letopis00unkngoog_djvu.txt lz:slv-si_web_2014_1M:http://www.glitter.si/modna-revija-krila-ntf/ wiki:sl:340910 wiki:sl:505972 wikisource:sl:2863 wikisource:sl:8073
NEVŠEČNI	ia,lz:slv-si_web_2014_1M,wiki:sl,wikisource:sl	5,1,2,18	ia:ljubljanski_zvon_leposloven_in_znanstven_list_1888-fr_levec/ljubljanski_zvon_leposloven_in_znanstven_list_1888-fr_levec_djvu.txt ia:zgodovinasloven00glasgoog/zgodovinasloven00glasgoog_djvu.txt lz:slv-si_web_2014_1M:http://www.hitrikrog.si/f1-novica-2/novice/webber-se-cudi-red-bullovi-strategiji-9365.html wiki:sl:545535 wikisource:sl:3138 wikisource:sl:3232
PROSTRANIMI	ia,lz:slv-si_web_2014_1M,wiki:sl,wikisource:sl	1,1,18,16	ia:joker-209/Joker%20209_djvu.txt lz:slv-si_web_2014_1M:http://www.os-tisina.si/arhiv/index.php?option=com_rsgallery2=inline=2199=114 wiki:sl:3702 wiki:sl:5175 wikisource:sl:7540 wikisource:sl:9785
PODELJENEM	ia,wiki:sl	16,2	ia:duhovno_pastirstvo_1885-anton_zupancic/duhovno_pastirstvo_1885-anton_zupancic_djvu.txt ia:duhovno_pastirstvo_1894-anton_zupancic/duhovno_pastirstvo_1894-anton_zupancic_djvu.txt wiki:sl:486240 wiki:sl:552707
ABSTINENT	ia,web:24ur.com,wiki:sl,wikisource:sl	3,2,5,27	ia:slovenskabibliog00lebiuoft/slovenskabibliog00lebiuoft_djvu.txt web:24ur.com:https://www.24ur.com/novice/gospodarstvo/letos-bo-letina-grozdja-katastrofalna.html wiki:sl:107150 wiki:sl:495411 wikisource:sl:8058 wikisource:sl:8471
VITEZOVE	ia,wiki:sl,wikisource:sl	3,5,27	ia:gorskivenec00pete/gorskivenec00pete_djvu.txt ia:hrvatska_slovnica_za_slovence_1879-franjo_marn/hrvatska_slovnica_za_slovence_1879-franjo_marn_djvu.txt wiki:sl:134846 wiki:sl:539309 wikisource:sl:3604 wikisource:sl:3633
PREPIRLJIVA	ia,wiki:sl,wikisource:sl	1,13,26	ia:slovenskabibliog00lebiuoft/slovenskabibliog00lebiuoft_djvu.txt wiki:sl:16547 wiki:sl:134469 wikisource:sl:3071 wikisource:sl:3443
SAJAM	ia,lz:slv-si_web_2014_1M,wiki:sl,wikisource:sl	9,1,5,7	ia:asopiszazgodovi00marigoog/asopiszazgodovi00marigoog_djvu.txt ia:asopiszazgodovi00unkngoog/asopiszazgodovi00unkngoog_djvu.txt lz:slv-si_web_2014_1M:http://www.ksk-sejmi.si/gallery/main.php?g2_view=core.UserAdmin=core.UserLogin=%2Fgallery%2Fmain.php%3Fg2_view%3Dcore.UserAdmin%26g2_subView%3Dcore.UserLogin%26g2_navId%3Dx1c4d4a15=x1c4d4a15 wiki:sl:114988 wiki:sl:135402 wikisource:sl:3999 wikisource:sl:12151
FAKULTETNIH	lz:slv-si_web_2014_1M,wiki:sl,wikisource:sl	3,21,3	lz:slv-si_web_2014_1M:http://recepti.najdi.si/najdi/prosta%20delovna%20mesta/sestavine/beljak/vanilija/-rumenjak lz:slv-si_web_2014_1M:http://www.rtvslo.si/sport/nogomet/milana-presenetil-tudi-toskanski-palcek/120310 wiki:sl:13494 wiki:sl:65258 wikisource:sl:37063
JUŽNOAFRIŠKEM	lz:slv-si_web_2014_1M,wiki:sl,wikisource:sl	3,21,3	lz:slv-si_web_2014_1M:http://233.gvs.arnes.si/index.php?option=com_jevents=day.listevents=2011=01=15=65=0 lz:slv-si_web_2014_1M:http://www.park.si/2008/04/kronika-lovec-ki-je-zatajil-divjega-prasica/ wiki:sl:8931 wiki:sl:17368 wikisource:sl:3167 wikisource:sl:20006
PORUMENIJO	lz:slv-si_web_2014_1M,wiki:sl,wikisource:sl	3,21,3	lz:slv-si_web_2014_1M:http://www.medves.si/me/kemija/MPMK/Prezelj_096_097.html lz:slv-si_web_2014_1M:http://www.eurobike.si/ponudba/product-catalog?page=shop.product_details=flypage_new.tpl=3596=303=en wiki:sl:17448 wiki:sl:53784 wikisource:sl:3134 wikisource:sl:13938
PREUREDIJO	lz:slv-si_web_2014_1M,wiki:sl,wikisource:sl	3,21,3	lz:slv-si_web_2014_1M:http://www.drustvo-mds.si/sl/razno/ostalo/hypo-banka?quicktabs_tuje_novice_iz_regije=3=0 lz:slv-si_web_2014_1M:http://www.avtocona.si/model/220/960_ii_964.html wiki:sl:4346 wiki:sl:8109 wikisource:sl:12467 wikisource:sl:37063
SPALNICAMI	lz:slv-si_web_2014_1M,web:n1info.si,wiki:sl,wikisource:sl	3,1,21,3	lz:slv-si_web_2014_1M:http://e-zdravstvo.si/index.php?object_id_poivedba_ucl=2010=2010=5=9 lz:slv-si_web_2014_1M:http://www.golf-ptuj.si/sl/igrisce-in-igralna-polja/ppl/97-zmagovalci-prvenstva-gk-ptuj web:n1info.si:https://n1info.si/magazin/ni-zelela-v-dom-za-starejse-zato-je-druzina-nasla-resitev-ki-navdusuje/ wiki:sl:25190 wiki:sl:125249 wikisource:sl:15037 wikisource:sl:38349
ZAKOVICE	lz:slv-si_web_2014_1M,wiki:sl,wikisource:sl	3,21,3	lz:slv-si_web_2014_1M:http://dlib.si/preview/URN:NBN:SI:DOC-LL4XRUTC/62d6e514-b9d4-44c8-9b05-6b90b395713f lz:slv-si_web_2014_1M:http://www.tenisportal.si/triler-na-osrednjem-igriscu-v-roke-soderlingu-nole-prepricljiv wiki:sl:26419 wiki:sl:85416 wikisource:sl:9605 wikisource:sl:25253
OKREPČAT	ia,lz:slv-si_web_2014_1M,wikisource:sl	4,2,15	ia:ljubljanski_zvon_leposloven_in_znanstven_list_1883/ljubljanski_zvon_leposloven_in_znanstven_list_1883_djvu.txt ia:novicegospodars00unkngoog/novicegospodars00unkngoog_djvu.txt lz:slv-si_web_2014_1M:http://www.euportal.si/en/knjiznica/social-media-influence-on-decision-making-in-eu-burson-marsteller-study/ lz:slv-si_web_2014_1M:http://www.zenska.si/vip/tuja-scena/video-tako-se-victoria-beckham-pripravlja-na-paparace/ wikisource:sl:2939 wikisource:sl:3183
POMLAJENE	ia,lz:slv-si_web_2014_1M,web:24ur.com,web:delo.si,wikisource:sl	4,2,1,2,15	ia:cvetnikslovenske00jane/cvetnikslovenske00jane_djvu.txt ia:letopismaticeslo1898slov/letopismaticeslo1898slov_djvu.txt lz:slv-si_web_2014_1M:http://www.nigrad.si/novice/arhiv.html?type=98=1&%3Bno_cache=1&%3BcHash=6146fd7859&%3Btx_ttnews%5BpS%5D=1374142819&%3Btx_ttnews%5Bpointer%5D=1 lz:slv-si_web_2014_1M:http://niceclouds.si/en/content/ve%C4%8Derni-polet-z-ambro%C5%BEa-sharky?page=7 web:24ur.com:https://www.24ur.com/sport/ostalo/reprezentanca-mocno-pomlajena-a-zato-toliko-bolj-motivirana.html web:delo.si:https://www.delo.si/sport/rokomet web:delo.si:https://www.delo.si/sport/rokomet/rk-krim-mercator-ehf-liga-prvakinj-esbjerg-tivoli-poulsen-zulic-markovic wikisource:sl:3636 wikisource:sl:8173
PRISILIŠ	ia,lz:slv-si_web_2014_1M,wikisource:sl	4,2,15	ia:cvetnikslovenske00jane/cvetnikslovenske00jane_djvu.txt ia:joker-186/Joker%20186_djvu.txt lz:slv-si_web_2014_1M:http://www.mb2013.si/en/events/20140217?calendar_block_month=12=2013 lz:slv-si_web_2014_1M:http://forumi.rkc.si/viewtopic.php?f=36=9700=20 wikisource:sl:3296 wikisource:sl:4319
ŠARILI	ia,lz:slv-si_web_2014_1M,wikisource:sl	4,2,15	ia:joker-206/Joker%20206_djvu.txt ia:letopismaticeslo87slov/letopismaticeslo87slov_djvu.txt lz:slv-si_web_2014_1M:http://www.tift.on-net.si/index_test.php?lang==shop=3=Skrb%20za%20okolje=32=56=3%5B0%5D=152 lz:slv-si_web_2014_1M:http://www.radioaktual.si/?mod=aktualno=viewOne=26555 wikisource:sl:3139 wikisource:sl:3633
USTAVLJAMO	ia,lz:slv-si_web_2014_1M,wikisource:sl	4,2,15	ia:eventing-priroc-nik-10.22/EVENTING-PRIRO%C4%8CNIK%2010.22_djvu.txt ia:katekizem-za-ameriske-slovence/Katekizem_djvu.txt lz:slv-si_web_2014_1M:http://www.dnevnik.si/svet/1042507520 lz:slv-si_web_2014_1M:http://www.kas-aeroklub.si/forum/viewtopic.php?f=8=540 wikisource:sl:2201 wikisource:sl:11276
ZVERINSKE	ia,lz:slv-si_web_2014_1M,wikisource:sl	4,2,15	ia:zvonlepoznanski00strigoog/zvonlepoznanski00strigoog_djvu.txt lz:slv-si_web_2014_1M:http://terarij.si/forum/viewtopic.php?f=42=734 lz:slv-si_web_2014_1M:http://www.klub-srecnih.si/novice/2028.html wikisource:sl:2923 wikisource:sl:11438
MUKAJO	ia,wikisource:sl	9,17	ia:joker-186/Joker%20186_djvu.txt ia:letopis00unkngoog/letopis00unkngoog_djvu.txt wikisource:sl:3458 wikisource:sl:8556
POPIŠI	ia,wikisource:sl	9,17	ia:cvetnikslovenske00jane/cvetnikslovenske00jane_djvu.txt ia:joker-206/Joker%20206_djvu.txt wikisource:sl:3167 wikisource:sl:7986
